crime_mae,crime_rmse,crime_r2,check_mae,check_rmse,check_r2,nmi,ars
113.7259538115244,151.8363537599641,-0.0544743428672664,538.933404813604,817.8119252585707,0.0007746337447755,0.164305826794015,-0.0062766063955073
111.39987199078844,143.1424839102515,0.0628230824856722,406.1735805164602,644.7238069545076,0.3789822882908478,0.2118382769503531,0.0368739154650025
101.42204102897202,132.81325856003315,0.1931972875886685,371.1855375177863,582.2972862278485,0.4934222572925716,0.3189546559716452,0.0956050674355254
95.58375932421308,126.26645068513056,0.2707768779937788,319.02805071915475,488.8004197094335,0.6430398688177801,0.3618466817020361,0.1163036895238128
90.63918090811303,120.19643723363038,0.3392035899421816,309.6100401059796,500.1884280719019,0.6262132931050877,0.4346492693093203,0.1725723255310981
84.66057093019458,114.77868568617365,0.3974307294810953,299.2977055215978,494.0446765649649,0.6353392504294655,0.4856155472560847,0.2059966739830858
83.63322705253613,115.64695281523474,0.3882797276014091,318.91591258873814,513.0990369152413,0.606668280006873,0.5625949829726794,0.3282447019027354
78.27681971807472,107.56248345327744,0.4708167040290185,322.6416332961592,511.546365677916,0.6090451732495272,0.6141539884191822,0.3770329172291085
81.14712388060845,113.06378333398528,0.4153021288268784,327.88204417001606,526.8436543474672,0.5853133262419025,0.6332711450860019,0.4135746006170049
79.4452243374672,107.35032707117595,0.4729021689527556,318.61327708213554,512.0713467639238,0.6082423165764833,0.6308769982302649,0.3951017704987802
80.08954437968492,105.27698044584491,0.4930661109356861,303.78012847034694,487.2744557613451,0.6452651453071466,0.6469111524490961,0.4229252428625821
78.2809232868733,104.72886769622863,0.4983309582218513,326.16248283559696,512.3311930925145,0.6078446273703004,0.6696715842175132,0.4220221264114713
79.29809679197712,103.6722681205798,0.5084024777406261,329.158447525011,518.0363408113149,0.5990621784627123,0.6779084123550394,0.492761910902787
79.79088349546026,101.30103125230194,0.5306333608863771,324.6555629807299,512.3377597923338,0.6078345745640195,0.6689422611160281,0.4085383975525101
75.58633002484184,99.04987407601938,0.5512625241523477,326.21903925678805,500.05206423826775,0.6264170724709126,0.70588569859356,0.4544290985081775
78.23288470722852,101.23084871643609,0.5312835009590721,341.6445371900891,498.69896866193216,0.6284361002204537,0.6584963599154673,0.3778017710147692
80.80181873947807,103.41932767567432,0.5107983587105457,337.2793788419344,499.428505454042,0.6273481982047343,0.6887199986382309,0.4885405698063355
80.65515292064605,105.81454278054348,0.4878759107315612,340.7842579699968,501.6271139663119,0.6240599644346513,0.6649911226127848,0.39651754894747
79.45688738697022,104.73408442647712,0.4982809789314603,325.90129039070774,479.1514815231845,0.6569935846288029,0.6964930138817814,0.4849313970571611
79.87471958667302,104.49487514476893,0.5005701819380637,337.7057736537864,504.9954398244627,0.6189942893751041,0.670024710206084,0.3986998721561953
80.8697447454218,104.70054106450944,0.498602300263306,333.2224199262028,494.75756525530414,0.6342861064738534,0.7149503954880052,0.4558733277368657
78.65782211193095,102.86930973192892,0.5159879917586891,325.83396576110994,484.7463228488903,0.6489365480125416,0.7230492246391088,0.521769744112675
78.21464908119408,101.2349903629096,0.5312451470823403,331.60898245761206,497.73033986679576,0.6298780842184326,0.7031279448313575,0.5037842016083687
81.4193268236078,106.05539960936628,0.485541846529927,317.20494942285984,480.944646883092,0.6544214622304991,0.6922579554417421,0.4827171642548921
79.53856176956623,103.92618438981768,0.5059914671088587,323.91386239889226,500.1316681516068,0.6262981207369536,0.6825457446721732,0.4693741512760871
77.80106470681254,100.04338426559936,0.5422153413578866,320.0292922953725,476.6238220504845,0.6606029507868572,0.7181882811719413,0.4544261214214536
80.87344078226073,104.24353029462756,0.5029698813112131,337.6888696493864,511.1263281037136,0.6096869461491188,0.6982661937404038,0.5070999230871999
80.50291302631021,105.64866416072763,0.4894802998678149,338.8501961162792,523.9016514978513,0.5899317855315394,0.7007639204878768,0.4743184872601778
80.18364044033927,105.19103064525676,0.493893510819647,349.06978083410183,517.6853794521111,0.5996052523981996,0.6570546930989434,0.3984715976036774
80.52493816238226,104.68619575172993,0.4987396866418314,327.62894459204244,501.4341105784396,0.6243491981703213,0.7146777201910528,0.5171988892517416
77.07620371949896,101.12447829093466,0.5322680107133972,338.95844870229485,519.3558538092566,0.597017084715423,0.7125552705439422,0.503138657686227
74.32196940015015,98.22243367774917,0.558728512899965,341.8556844363671,510.8007634787701,0.6101840117329933,0.7026922659038773,0.4814716303300632
79.55824790019686,105.6067497978677,0.4898853000342715,349.2285869665448,529.8493952835423,0.5805680994993287,0.6854427317394841,0.4826338019859708
79.82301113972511,105.33779796294732,0.4924802399205744,347.0735714104891,519.3049528525967,0.5970960718321598,0.6716257277627941,0.4117632387590228
79.46684125952066,103.90275483507236,0.5062141847106516,355.16634108678227,533.1767539716976,0.5752836452748651,0.663442708065685,0.4350437135852036
79.39171012578095,105.55529998736267,0.4903822173537893,372.0939618871351,546.7368834396971,0.5534055537966123,0.7009510675340167,0.4876334790929506
76.81963159979024,101.47701474431202,0.5290011459412413,356.53543451646874,528.5221000457815,0.5826668569122735,0.738587610631077,0.5270693121935791
79.12729376593052,101.57062757452076,0.5281317495927724,366.9051864466796,545.9791081861345,0.5546426523234107,0.7373071839063449,0.4972581808867205
79.75417137471368,103.6027953191692,0.5090611150884381,350.9758505510746,528.0179607304157,0.5834626370741388,0.7114596253075861,0.4550138713954521
76.32744717086533,96.71382997494644,0.5721794422693387,361.6116378576605,539.8926395419475,0.5645168199358601,0.6760459431632784,0.4637369525013715
80.05610569891776,103.68610867587245,0.5082712095242002,365.6308813429512,540.712390989663,0.5631933753867322,0.6958409087047158,0.4803784867927871
77.67185378126229,100.0733250284257,0.5419412907946357,355.4916382933216,538.1617981651038,0.5673045744814935,0.7163905417137185,0.4708072666132165
82.11746376715374,104.84586049761351,0.4972095014518281,359.5570551988031,541.0003480855395,0.562728007617288,0.6885932966787874,0.4281714638613115
77.70741603486233,100.6127671275732,0.536989678892897,369.957477361368,552.6213171126327,0.5437405848139095,0.6992161860510563,0.4621629860769747
80.70493647647169,104.60959999090292,0.4994729326782438,361.5412354446792,535.9113529693283,0.5709158354505843,0.7249401289324378,0.4736831053272543
81.30801339531108,105.76601433491132,0.4883455415866289,360.98599073258777,545.7619233805661,0.5549968988850268,0.6790920951951207,0.40786277055323
81.15744159965882,103.82128642577578,0.5069882195077051,365.3005862853772,530.9160067880428,0.5788777279196624,0.6905900430614349,0.4403822926638951
83.65102014736425,108.19393378115754,0.4645852786306795,353.0817780326249,542.1977389434795,0.5607902457976404,0.7038758475725996,0.4443240251623602
83.773295989949,107.12988220932463,0.4750647465049643,356.0397408005964,546.7242587284695,0.5534261781992998,0.7074747507221371,0.4624291528057785
79.28282677716132,100.34705926914118,0.5394319739536182,364.4141222594904,542.9549457365405,0.5595626315423177,0.7037701251193931,0.4887680391024835
