crime_mae,crime_rmse,crime_r2,check_mae,check_rmse,check_r2,nmi,ars
110.96779485808507,148.70283983900873,-0.011400141854311041,545.1219285817302,817.6079258318632,0.0012730759218145815,0.2626792196762589,0.04794132591633968
110.29052858699093,148.87421462524807,-0.013732691263413699,465.3406088002082,768.6805248028176,0.11722845009020999,0.3534490159747405,0.1037898294790921
89.63007902963341,115.07869643496518,0.3942765982674138,326.8716865546893,505.843990382873,0.6177127956908892,0.38940868965641073,0.12371845542911755
84.62054850759448,107.80628953751342,0.46841504273816426,285.75145489757875,436.1449320762763,0.7158038219634775,0.4791797906481656,0.17920685156182833
83.92897606003905,104.96603214118447,0.4960562697097285,300.3224562083656,453.14878580114555,0.6932121092375385,0.5284711394605656,0.24107065736908007
86.79517317322211,110.44837173059109,0.44203992925310764,305.8871890037753,482.0874969239028,0.6527771412296872,0.5879639040339926,0.3092118013066463
82.6330383663029,107.4460354122607,0.47196188029750996,307.97972835186147,473.6511704065648,0.664823314606481,0.6159647071700313,0.3260238026848957
75.77965436547063,99.99577094726344,0.542650981556148,304.2041870807983,463.9134477032667,0.6784633401927109,0.5956121704568114,0.34598355641273754
70.25028489927281,94.24880437142004,0.5937099522541199,287.9340472203115,443.11083803418643,0.7066532254423462,0.6185034105124779,0.36614642650042883
69.84982577747166,93.83258243177035,0.597290547843244,274.226303665618,431.7510915585202,0.7215011150335612,0.6396891222540927,0.381395484977703
68.37159582417522,90.69091356016854,0.6238058492574131,277.47787919915413,437.0641437889875,0.7146046254345125,0.620935583927309,0.3526344117009557
68.70249536442992,93.53362200460752,0.5998526087495967,299.764124069834,472.81649017407057,0.666003587627289,0.6919218562989962,0.4776765974316584
66.91799601439773,91.00931227508694,0.621159718757932,289.7725930815351,452.7043163960925,0.693813637753133,0.7214250276749593,0.5275818688377696
64.51191923658436,89.56024319972941,0.6331276229095484,278.2346104757455,442.1007376062628,0.7079891077920217,0.7234572985229335,0.47821876293997245
64.11963644975141,87.47158181727234,0.6500399694457237,265.5264600275972,417.77088156254194,0.7392448435372299,0.7387308287549144,0.5102081613429811
65.34921277951597,89.32965016979637,0.6350143820658652,266.68475368466903,419.6003940403204,0.7369560321405838,0.7251520978747924,0.4778419893611304
